FLaSHLogNumber,Project,Date,Station,Species,SerialNumber,PreyType,PreyConversion,MacroCategory,PreyLengthSpecies,PreyLength,Estimate,PreyWeight
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,5.1,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.4,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.2,,8.30E-04
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.9,,1.34E-03
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.7,,1.21E-03
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.8,,1.37E-03
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.5,,7.10E-04
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3,,5.50E-04
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4.1,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.4,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.7,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,,
2147,SKT,2/8/2017 0:00,719,delta smelt,A22,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,AL,
2152,SKT,2/9/2017 0:00,609,delta smelt,A27,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4.8,AL,
2153,SKT,3/7/2017 0:00,801,delta smelt,A28,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.7,AL,
2167,SKT,1/13/2016 0:00,707,delta smelt,7268,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.7,,3.30E-04
2170,SKT,1/13/2016 0:00,715,delta smelt,7271,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.9,M,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.5,,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.4,,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,,
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,,9.10E-04
2174,SKT,2/10/2016 0:00,719,delta smelt,7275,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.8,,4.50E-04
2174,SKT,2/10/2016 0:00,719,delta smelt,7275,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.8,S,
2209,FMWT,11/7/2016 0:00,704,delta smelt,7325,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.1,,
2212,FMWT,11/7/2016 0:00,706,delta smelt,7338,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.9,AL,
2243,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.8,,3.30E-04
2243,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.6,,2.80E-04
2244,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4.3,,
2251,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,,1.07E-03
2251,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3,,
2254,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.3,,
2259,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.6,,6.00E-04
2259,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4,,
2260,SKT,12/8/2016 0:00,706,Delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.6,,
2260,SKT,12/8/2016 0:00,706,Delta smelt,,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,4.1,,
2310,SKT,12/13/2017 0:00,704,delta smelt,A44B,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,2.9,,4.40E-04
2311,SKT,1/10/2018 0:00,704,delta smelt,A45,Corophium,Americorophium spinicorne,amphipod,A. spinicorne,3.4,,1.41E-03
166,FMWT,9/8/2011 0:00,502,delta smelt,1115,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.2,,
337,SKT,1/20/2012 0:00,520,delta smelt,4236,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3,,
362,SKT,1/20/2012 0:00,609,delta smelt,4297,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.8,,
487,SKT,3/6/2012 0:00,513,delta smelt,4587,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.3,,
488,SKT,3/6/2012 0:00,513,delta smelt,4588,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.1,,
488,SKT,3/6/2012 0:00,513,delta smelt,4588,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.1,G,
488,SKT,3/6/2012 0:00,513,delta smelt,4588,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.1,G,
493,SKT,3/6/2012 0:00,513,delta smelt,4593,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.5,,
504,SKT,3/8/2012 0:00,707,delta smelt,4607,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,5,,
504,SKT,3/8/2012 0:00,707,delta smelt,4607,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,5,G,
506,SKT,3/8/2012 0:00,707,delta smelt,4609,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.5,,
507,SKT,3/8/2012 0:00,713,delta smelt,4613,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.2,G,
508,SKT,3/8/2012 0:00,713,delta smelt,4616,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,5.9,ED,
541,SKT,3/8/2012 0:00,707,delta smelt,4602,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.9,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.3,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.1,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.8,,
555,SKT,3/6/2012 0:00,801,delta smelt,4584,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.1,,1.30E-04
577,FMWT,12/12/2011 0:00,706,delta smelt,3350,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.2,ED,
578,FMWT,12/12/2011 0:00,706,delta smelt,3317,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.3,,
578,FMWT,12/12/2011 0:00,706,delta smelt,3317,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.3,G,
625,SKT,4/5/2012 0:00,602,delta smelt,4967,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4,,7.40E-04
630,SKT,4/5/2012 0:00,606,delta smelt,4995,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3,,1.04E-03
632,SKT,4/5/2012 0:00,609,delta smelt,5005,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.5,S,
651,SKT,4/4/2012 0:00,715,delta smelt,4924,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.3,,
652,SKT,4/4/2012 0:00,716,delta smelt,4930,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.9,,3.50E-04
636,SKT,4/5/2012 0:00,610,delta smelt,5037,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,5.9,,2.40E-03
558,SKT,3/6/2012 0:00,801,delta smelt,4586,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.5,,1.90E-04
558,SKT,3/6/2012 0:00,801,delta smelt,4586,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.6,,1.80E-04
1028,FMWT,11/14/2012 0:00,705,delta smelt,5944,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.5,AL,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.8,,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.9,AL,
1032,FMWT,12/7/2012 0:00,515,delta smelt,6110,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.4,AL,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.3,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2,,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.3,,
1034,FMWT,12/7/2012 0:00,517,delta smelt,6113,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,1.5,,
1035,FMWT,12/7/2012 0:00,519,delta smelt,6115,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.4,AL,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.9,,
1037,FMWT,12/6/2012 0:00,602,delta smelt,6100,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3,,
1038,FMWT,12/12/2012 0:00,716,delta smelt,6188,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.7,,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.3,,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2,AL,
1077,SKT,1/9/2013 0:00,715,delta smelt,6256,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.9,AL,
1078,SKT,1/9/2013 0:00,715,delta smelt,6257,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.9,,
1174,SKT,2/6/2013 0:00,713,delta smelt,6309,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.1,,
1179,SKT,2/6/2013 0:00,719,delta smelt,6329,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.6,,
1191,SKT,5/2/2013 0:00,609,delta smelt,6456,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.7,,
1249,SKT,5/2/2012 0:00,704,delta smelt,5061,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.4,,
1423,STN,6/25/2012 0:00,797,delta smelt,5219,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,2.2,,
1489,SKT,2/12/2014 0:00,713,delta smelt,361,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,3.5,,
2113,STN,8/22/2017 0:00,602,delta smelt,7352,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.8,,7.70E-04
2122,STN,7/25/2017 0:00,602,delta smelt,7610,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.3,,
2253,SKT,12/8/2016 0:00,706,delta smelt,,Corophium,Americorophium stimpsoni,amphipod,A. stimpsoni,4.2,,8.10E-04
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Sinocorophium alienense,amphipod,C. alienense,1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.1,,
146,FMWT,12/12/2011 0:00,706,delta smelt,3325,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.1,,
231,FMWT,12/12/2011 0:00,703,delta smelt,3417,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.7,,
246,FMWT,12/12/2011 0:00,703,delta smelt,3416,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.7,,
271,FMWT,12/9/2011 0:00,517,delta smelt,3235,Corophium,Sinocorophium alienense,amphipod,C. alienense,5,,
286,FMWT,12/12/2011 0:00,705,delta smelt,3374,Corophium,Sinocorophium alienense,amphipod,C. alienense,1,G,
330,SKT,1/18/2012 0:00,519,delta smelt,4055,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.3,,
330,SKT,1/18/2012 0:00,519,delta smelt,4055,Corophium,Sinocorophium alienense,amphipod,C. alienense,2,S,
431,SKT,2/16/2012 0:00,606,delta smelt,4524,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.6,,
491,SKT,3/6/2012 0:00,513,delta smelt,4591,Corophium,Sinocorophium alienense,amphipod,C. alienense,1,G,
491,SKT,3/6/2012 0:00,513,delta smelt,4591,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.4,G,
606,SKT,4/5/2012 0:00,411,delta smelt,4962,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,ED,
606,SKT,4/5/2012 0:00,411,delta smelt,4962,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,ED,
606,SKT,4/5/2012 0:00,411,delta smelt,4962,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,ED,
669,SKT,4/5/2012 0:00,606,delta smelt,4990,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.4,G,
1033,FMWT,12/7/2012 0:00,517,delta smelt,6112,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.7,AL,
1068,SKT,1/9/2013 0:00,719,delta smelt,6239,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.3,,
1087,SKT,1/10/2013 0:00,606,delta smelt,6272,Corophium,Sinocorophium alienense,amphipod,C. alienense,5.4,AL,
1088,SKT,1/10/2013 0:00,606,delta smelt,6273,Corophium,Sinocorophium alienense,amphipod,C. alienense,3,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.4,AL,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.3,AL,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,Sinocorophium alienense,amphipod,C. alienense,5,,
1092,SKT,1/10/2013 0:00,606,delta smelt,6278,Corophium,Sinocorophium alienense,amphipod,C. alienense,4,,
1096,SKT,1/10/2013 0:00,606,delta smelt,6282,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
1097,SKT,1/10/2013 0:00,606,delta smelt,6283,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.7,,
1104,SKT,1/10/2013 0:00,519,delta smelt,6289,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.6,AL,
1105,SKT,2/7/2013 0:00,606,delta smelt,6198,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.6,M,
1257,SKT,5/3/2012 0:00,504,delta smelt,5123,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.5,,
1428,FMWT,12/9/2013 0:00,515,delta smelt,805,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.8,,2.40E-04
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,5.3,,
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,,2.20E-04
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.8,,
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.1,,
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,5.1,,
1429,FMWT,12/9/2013 0:00,517,delta smelt,808,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.1,,
1445,FMWT,12/9/2013 0:00,519,delta smelt,816,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,,
1445,FMWT,12/9/2013 0:00,519,delta smelt,816,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.2,,
1447,FMWT,12/5/2013 0:00,605,delta smelt,798,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.2,,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,5.1,,1.96E-03
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.6,AL,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,9.30E-04
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.6,,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.9,,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.8,AL,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,AL,
1461,SKT,1/16/2014 0:00,519,delta smelt,347,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.7,,
1464,SKT,1/15/2014 0:00,704,delta smelt,126,Corophium,Sinocorophium alienense,amphipod,C. alienense,1.9,,
1596,SKT,4/9/2014 0:00,504,delta smelt,7,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
1596,SKT,4/9/2014 0:00,504,delta smelt,7,Corophium,Sinocorophium alienense,amphipod,C. alienense,3,,
1689,STN,8/14/2014 0:00,602,delta smelt,189,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,Y,
1689,STN,8/14/2014 0:00,602,delta smelt,189,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,Y,
1782,SKT,12/9/2014 0:00,703,delta smelt,7013,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.08,S,
1792,SKT,12/9/2014 0:00,705,delta smelt,7026,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,Y,
1792,SKT,12/9/2014 0:00,705,delta smelt,7026,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,Y,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.3,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,,7.00E-04
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.1,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.2,,9.20E-04
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.7,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.6,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.7,,2.00E-04
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.6,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.8,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.5,,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.8,AL,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.7,AL,
1801,SKT,12/16/2014 0:00,804,delta smelt,7061,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
1821,SKT,12/18/2014 0:00,504,delta smelt,7086,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.2,,
1821,SKT,12/18/2014 0:00,504,delta smelt,7086,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Corophium,Sinocorophium alienense,amphipod,C. alienense,3,,
1824,SKT,1/13/2015 0:00,513,delta smelt,7089,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.9,,
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,,8.70E-04
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.7,,8.60E-04
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,G,
1825,SKT,1/13/2015 0:00,508,delta smelt,7090,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,G,
1839,SKT,1/15/2015 0:00,606,delta smelt,7104,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.3,,
1881,SKT,12/16/2014 0:00,804,delta smelt,7062,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.3,,
1881,SKT,12/16/2014 0:00,804,delta smelt,7062,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,M,
1881,SKT,12/16/2014 0:00,804,delta smelt,7062,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.4,M,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,AL,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.6,AL,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.5,,
2138,SKT,1/11/2017 0:00,804,delta smelt,A8,Corophium,Sinocorophium alienense,amphipod,C. alienense,5,,
2143,SKT,1/12/2017 0:00,520,delta smelt,A13,Corophium,Sinocorophium alienense,amphipod,C. alienense,2.8,,
2144,SKT,1/13/2017 0:00,340,delta smelt,A14,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.2,,
2145,SKT,1/13/2017 0:00,340,delta smelt,A15,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.8,,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.8,AL,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3,,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.7,AL,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.7,AL,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.7,G,
2166,SKT,1/13/2016 0:00,704,delta smelt,7267,Corophium,Sinocorophium alienense,amphipod,C. alienense,3.4,G,
2169,SKT,1/13/2016 0:00,707,delta smelt,7270,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.5,,1.93E-03
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.1,,1.20E-03
2172,SKT,1/14/2016 0:00,606,delta smelt,7273,Corophium,Sinocorophium alienense,amphipod,C. alienense,4.8,,1.04E-03
